transaction_pk,car_name,nominal_kwh
17856,Volvo EC40 Ultra ,78.0
17857,Volvo EC40 Ultra ,78.0
17865,BYD Atto 3 Dynamic,49.92
17870,BYD M6 Performance,55.4
17872,BYD Atto 3 Dynamic,49.92
17874,BYD M6 Performance,55.4
17881,BYD M6 Performance,55.4
17886,BYD Dolphin GLX,44.9
17897,BYD M6 Performance,55.4
17899,BYD Atto 3 Dynamic,49.92
17900,BYD M6 Performance,55.4
17903,BYD Seal Perfomance,82.56
17907,Volvo EC40 Ultra ,78.0
17920,Vinfast VFe34,42.0
17935,BYD M6 Performance,55.4
17938,BYD Atto 3 Dynamic,49.92
17947,BYD Dolphin GLX,44.9
17948,BYD M6 Performance,55.4
17949,BYD M6 Performance,55.4
17960,BYD Atto 3 Dynamic,49.92
17968,BYD M6 Performance,55.4
17970,BYD M6 Performance,55.4
17972,BYD M6 Performance,55.4
17974,BYD Dolphin GLX,44.9
17976,BYD Dolphin GLX,44.9
17987,BYD Dolphin GLX,44.9
17993,BYD Atto 3 Premium,60.48
17994,BYD Atto 3 Dynamic,49.92
17996,BYD M6 Performance,55.4
17997,BYD M6 Performance,55.4
17998,BYD Seal Perfomance,82.56
18009,BYD M6 Performance,55.4
18012,BYD Atto 3 Dynamic,49.92
18019,BYD Atto 3 Dynamic,49.92
18023,BYD Atto 3 Dynamic,49.92
18025,BYD Atto 3 Dynamic,49.92
18035,BYD Atto 3 Premium,60.48
18040,BYD Dolphin GLX,44.9
18043,BYD M6 Performance,55.4
18048,BYD M6 Performance,55.4
18052,BYD M6 Performance,55.4
18053,BYD Seal Perfomance,82.56
18061,BYD M6 Performance,55.4
18071,BYD Atto 3 Dynamic,49.92
18072,BYD Dolphin GLX,44.9
18080,BYD Atto 3 Premium,60.48
18081,BYD Dolphin GLX,44.9
18082,BYD Atto 3 Premium,60.48
18083,BYD Atto 3 Premium,60.48
18093,BYD M6 Performance,55.4
18094,BYD Atto 3 Premium,60.48
18095,BYD M6 Performance,55.4
18096,BYD M6 Performance,55.4
18099,BYD M6 Performance,55.4
18100,BYD M6 Performance,55.4
18103,BYD Atto 3 Dynamic,49.92
18107,BYD M6 Performance,55.4
18116,BYD Atto 3 Dynamic,49.92
18129,BYD Atto 3 Premium,60.48
18132,BYD M6 Performance,55.4
18135,BYD Dolphin GLX,44.9
18138,BYD Dolphin GLX,44.9
18142,BYD Atto 3 Dynamic,49.92
18145,BYD M6 Performance,55.4
18153,BYD M6 Performance,55.4
18158,BYD Atto 3 Dynamic,49.92
18160,BYD Atto 3 Dynamic,49.92
18186,BYD Atto 3 Premium,60.48
18196,Volvo EC40 Ultra ,78.0
18198,Volvo EC40 Ultra ,78.0
18200,Volvo EC40 Ultra ,78.0
18201,Volvo EC40 Ultra ,78.0
18204,Volvo EC40 Ultra ,78.0
18205,Volvo EC40 Ultra ,78.0
18206,Volvo EC40 Ultra ,78.0
18207,Volvo EC40 Ultra ,78.0
18208,Volvo EC40 Ultra ,78.0
18209,Volvo EC40 Ultra ,78.0
18211,BYD Han Performance,85.44
18215,BYD Dolphin GLX,44.9
18219,BYD M6 Performance,55.4
18221,BYD M6 Performance,55.4
18224,BYD M6 Performance,55.4
18240,BYD Dolphin GLX,44.9
18241,Vinfast VFe34,42.0
18244,BYD Atto 3 Dynamic,49.92
18248,BYD M6 Performance,55.4
18251,BYD Dolphin GLX,44.9
18253,BYD M6 Performance,55.4
18257,BYD M6 Performance,55.4
18259,BYD M6 Performance,55.4
18261,BYD M6 Performance,55.4
18267,BYD M6 Performance,55.4
18273,BYD Dolphin GLX,44.9
18274,BYD Dolphin GLX,44.9
18282,BYD Dolphin GLX,44.9
18283,BYD Atto 3 Premium,60.48
18287,BYD Atto 3 Dynamic,49.92
18288,BYD Atto 3 Premium,60.48
18289,BYD M6 Performance,55.4
18305,BYD M6 Performance,55.4
18308,BYD Atto 3 Dynamic,49.92
18309,BYD Atto 3 Dynamic,49.92
18310,BYD Atto 3 Premium,60.48
18316,BYD M6 Performance,55.4
18327,BYD M6 Performance,55.4
18328,BYD M6 Performance,55.4
18334,BYD M6 Performance,55.4
18335,BYD Atto 3 Dynamic,49.92
18353,BYD Dolphin GLX,44.9
18358,BYD Atto 3 Premium,60.48
18359,BYD Dolphin GLX,44.9
18365,BYD M6 Performance,55.4
18374,BYD M6 Performance,55.4
18376,BYD M6 Performance,55.4
18377,BYD M6 Performance,55.4
18380,Vinfast VFe34,42.0
18383,BYD Atto 3 Dynamic,49.92
18384,BYD M6 Performance,55.4
18400,BYD Han Performance,85.44
18418,BYD Dolphin GLX,44.9
18419,BYD Atto 3 Dynamic,49.92
18421,BYD Dolphin GLX,44.9
18422,BYD Atto 3 Premium,60.48
18430,BYD Atto 3 Dynamic,49.92
18432,Vinfast VF8,87.7
18433,BYD Atto 3 Dynamic,49.92
18438,BYD M6 Performance,55.4
18440,BYD Dolphin GLX,44.9
18446,BYD Atto 3 Premium,60.48
18448,BYD M6 Performance,55.4
18449,BYD Atto 3 Dynamic,49.92
18450,BYD M6 Performance,55.4
18451,BYD Atto 3 Premium,60.48
18452,BYD M6 Performance,55.4
18454,BYD M6 Performance,55.4
18455,BYD Dolphin GLX,44.9
18457,BYD Han Performance,85.44
18463,BYD Dolphin GLX,44.9
18468,BYD M6 Performance,55.4
18473,BYD Dolphin GLX,44.9
18478,BYD M6 Performance,55.4
18482,BYD M6 Performance,55.4
18485,BYD M6 Performance,55.4
18487,BYD M6 Performance,55.4
18488,BYD Dolphin GLX,44.9
18490,BYD Dolphin GLX,44.9
18498,BYD Atto 3 Premium,60.48
18499,BYD Dolphin GLX,44.9
18503,BYD Atto 3 Premium,60.48
18505,BYD M6 Performance,55.4
18510,BYD M6 Performance,55.4
18511,BYD M6 Performance,55.4
18512,BYD Seal Perfomance,82.56
18513,BYD Dolphin GLX,44.9
18516,BYD M6 Performance,55.4
18517,BYD Dolphin GLX,44.9
18520,BYD M6 Performance,55.4
18522,BYD Dolphin GLX,44.9
18523,BYD M6 Performance,55.4
18525,BYD Dolphin GLX,44.9
18527,BYD Dolphin GLX,44.9
18529,BYD Dolphin GLX,44.9
18530,BYD M6 Performance,55.4
18532,BYD M6 Performance,55.4
18544,BYD Dolphin GLX,44.9
18565,BYD Dolphin GLX,44.9
18566,BYD Atto 3 Premium,60.48
18573,BYD M6 Performance,55.4
18574,BYD Seal Perfomance,82.56
18576,BYD M6 Performance,55.4
18580,BYD Dolphin GLX,44.9
18582,BYD Dolphin GLX,44.9
18584,BYD M6 Performance,55.4
18585,BYD Dolphin GLX,44.9
18588,BYD M6 Performance,55.4
18589,BYD Dolphin GLX,44.9
18591,BYD Atto 3 Premium,60.48
18593,BYD M6 Performance,55.4
18597,BYD Dolphin GLX,44.9
18600,BYD M6 Performance,55.4
18604,BYD M6 Performance,55.4
18608,BYD Dolphin GLX,44.9
18610,BYD Dolphin GLX,44.9
18614,BYD Atto 3 Premium,60.48
18620,BYD Dolphin GLX,44.9
18622,BYD M6 Performance,55.4
18623,BYD M6 Performance,55.4
18625,BYD Dolphin GLX,44.9
18626,BYD M6 Performance,55.4
18627,BYD M6 Performance,55.4
18628,BYD M6 Performance,55.4
18631,BYD M6 Performance,55.4
18634,BYD Dolphin GLX,44.9
18636,BYD Dolphin GLX,44.9
18637,BYD Dolphin GLX,44.9
18638,BYD M6 Performance,55.4
18639,BYD Atto 3 Dynamic,49.92
18641,BYD Han Performance,85.44
18643,BYD M6 Performance,55.4
18645,BYD M6 Performance,55.4
18647,BYD Atto 3 Dynamic,49.92
18648,BYD Atto 3 Dynamic,49.92
18657,BYD Dolphin GLX,44.9
18661,BYD M6 Performance,55.4
18663,BYD M6 Performance,55.4
18665,BYD M6 Performance,55.4
18667,BYD M6 Performance,55.4
18668,BYD M6 Performance,55.4
18670,BYD M6 Performance,55.4
18671,BYD M6 Performance,55.4
18684,BYD Dolphin GLX,44.9
18687,BYD Dolphin GLX,44.9
18693,BYD Atto 3 Dynamic,49.92
18697,BYD Atto 3 Dynamic,49.92
18700,BYD Dolphin GLX,44.9
18702,BYD M6 Performance,55.4
18705,BYD Dolphin GLX,44.9
18707,BYD Dolphin GLX,44.9
18708,BYD Dolphin GLX,44.9
18715,BYD Atto 3 Dynamic,49.92
18716,BYD M6 Performance,55.4
18718,BYD Dolphin GLX,44.9
18727,BYD M6 Performance,55.4
18729,BYD M6 Performance,55.4
18731,BYD M6 Performance,55.4
18741,BYD Dolphin GLX,44.9
18748,BYD Dolphin GLX,44.9
18758,BYD M6 Performance,55.4
18761,BYD Dolphin GLX,44.9
18766,BYD M6 Performance,55.4
18769,BYD Dolphin GLX,44.9
18770,BYD Atto 3 Premium,60.48
18772,BYD Atto 3 Dynamic,49.92
18773,BYD M6 Performance,55.4
18775,BYD Dolphin GLX,44.9
18789,BYD Atto 3 Dynamic,49.92
18790,BYD M6 Performance,55.4
18791,BYD M6 Performance,55.4
18793,BYD Dolphin GLX,44.9
18795,BYD Han Performance,85.44
18799,BYD M6 Performance,55.4
18800,BYD M6 Performance,55.4
18802,BYD Dolphin GLX,44.9
18807,BYD M6 Performance,55.4
18809,BYD Dolphin GLX,44.9
18811,BYD Atto 3 Dynamic,49.92
18812,BYD Atto 3 Dynamic,49.92
18814,BYD Atto 3 Dynamic,49.92
18816,BYD Atto 3 Dynamic,49.92
18817,BYD Atto 3 Dynamic,49.92
18818,BYD Atto 3 Dynamic,49.92
18820,BYD Dolphin GLX,44.9
18823,BYD M6 Performance,55.4
18824,BYD M6 Performance,55.4
18829,BYD Dolphin GLX,44.9
18840,BYD Atto 3 Premium,60.48
18847,BYD M6 Performance,55.4
18849,BYD M6 Performance,55.4
18850,BYD Dolphin GLX,44.9
18852,BYD M6 Performance,55.4
18854,Vinfast VFe34,42.0
18874,BYD Atto 3 Premium,60.48
18876,BYD Dolphin GLX,44.9
18878,BYD Dolphin GLX,44.9
18880,BYD Dolphin GLX,44.9
18881,BYD M6 Performance,55.4
18884,BYD Atto 3 Dynamic,49.92
18888,BYD Atto 3 Premium,60.48
18891,BYD Dolphin GLX,44.9
18892,BYD Dolphin GLX,44.9
18894,BYD Dolphin GLX,44.9
18895,BYD Dolphin GLX,44.9
18896,BYD Atto 3 Dynamic,49.92
18897,BYD Dolphin GLX,44.9
18911,BYD Atto 3 Dynamic,49.92
18912,BYD Atto 3 Dynamic,49.92
18913,BYD Atto 3 Dynamic,49.92
18917,BYD M6 Performance,55.4
18918,BYD M6 Performance,55.4
18919,BYD M6 Performance,55.4
18921,BYD M6 Performance,55.4
18928,BYD M6 Performance,55.4
18929,BYD M6 Performance,55.4
18930,BYD Dolphin GLX,44.9
18938,BYD Dolphin GLX,44.9
18948,BYD Dolphin GLX,44.9
18955,BYD M6 Performance,55.4
18957,BYD M6 Performance,55.4
18963,BYD M6 Performance,55.4
18977,BYD Dolphin GLX,44.9
18981,BYD Atto 3 Dynamic,49.92
18984,BYD Dolphin GLX,44.9
18985,BYD Atto 3 Dynamic,49.92
18990,BYD Dolphin GLX,44.9
18993,BYD M6 Performance,55.4
18996,BYD Atto 3 Premium,60.48
18998,BYD M6 Performance,55.4
19002,BYD M6 Performance,55.4
19008,BYD Dolphin GLX,44.9
19010,BYD Atto 3 Dynamic,49.92
19012,BYD Dolphin GLX,44.9
19013,BYD Atto 3 Premium,60.48
19023,BYD Dolphin GLX,44.9
19028,BYD Dolphin GLX,44.9
19039,BYD M6 Performance,55.4
19040,BYD M6 Performance,55.4
19044,BYD M6 Performance,55.4
19046,BYD Atto 3 Premium,60.48
19051,BYD M6 Performance,55.4
19056,BYD Dolphin GLX,44.9
19072,BYD Dolphin GLX,44.9
19073,BYD Atto 3 Premium,60.48
19074,BYD M6 Performance,55.4
19080,BYD Dolphin GLX,44.9
19097,BYD Dolphin GLX,44.9
19109,Vinfast VFe34,42.0
19118,BYD Atto 3 Dynamic,49.92
19122,BYD Dolphin GLX,44.9
19125,BYD M6 Performance,55.4
19135,BYD Dolphin GLX,44.9
19139,BYD M6 Performance,55.4
19141,BYD M6 Performance,55.4
19144,BYD M6 Performance,55.4
19153,BYD Atto 3 Dynamic,49.92
19156,BYD Atto 3 Dynamic,49.92
19157,BYD Atto 3 Dynamic,49.92
19158,BYD Dolphin GLX,44.9
19159,BYD Atto 3 Premium,60.48
19160,BYD Atto 3 Premium,60.48
19161,BYD Dolphin GLX,44.9
19179,BYD Dolphin GLX,44.9
19189,BYD Dolphin GLX,44.9
19190,BYD Atto 3 Dynamic,49.92
19191,BYD Dolphin GLX,44.9
19195,BYD Dolphin GLX,44.9
19196,BYD Dolphin GLX,44.9
19199,BYD M6 Performance,55.4
19201,BYD M6 Performance,55.4
19207,BYD Seal Perfomance,82.56
19209,BYD M6 Performance,55.4
19214,BYD Dolphin GLX,44.9
19224,BYD M6 Performance,55.4
19226,BYD M6 Performance,55.4
19237,BYD Atto 3 Premium,60.48
19241,BYD Atto 3 Premium,60.48
19244,BYD Atto 3 Dynamic,49.92
19245,BYD M6 Performance,55.4
19246,BYD Dolphin GLX,44.9
19257,BYD M6 Performance,55.4
19263,BYD Dolphin GLX,44.9
19267,BYD Atto 3 Premium,60.48
19269,BYD M6 Performance,55.4
19270,BYD Dolphin GLX,44.9
19271,BYD M6 Performance,55.4
19272,BYD Seal Perfomance,82.56
19273,BYD M6 Performance,55.4
19276,BYD Dolphin GLX,44.9
19278,BYD Atto 3 Dynamic,49.92
19279,BYD M6 Performance,55.4
19282,BYD Dolphin GLX,44.9
19284,BYD Atto 3 Premium,60.48
19287,BYD M6 Performance,55.4
19288,BYD M6 Performance,55.4
19290,BYD M6 Performance,55.4
19291,BYD M6 Performance,55.4
19305,BYD Dolphin GLX,44.9
19321,BYD Dolphin GLX,44.9
19326,BYD Han Performance,85.44
19328,BYD Dolphin GLX,44.9
19333,BYD M6 Performance,55.4
19336,BYD Atto 3 Dynamic,49.92
19346,BYD M6 Performance,55.4
19347,BYD M6 Performance,55.4
19350,BYD M6 Performance,55.4
19354,BYD Atto 3 Dynamic,49.92
19355,BYD M6 Performance,55.4
19363,Vinfast VFe34,42.0
19372,BYD Atto 3 Dynamic,49.92
19373,BYD Dolphin GLX,44.9
19374,BYD Dolphin GLX,44.9
19377,BYD Dolphin GLX,44.9
19396,BYD M6 Performance,55.4
19397,BYD M6 Performance,55.4
19398,BYD M6 Performance,55.4
19399,BYD M6 Performance,55.4
19400,BYD M6 Performance,55.4
19407,Vinfast VFe34,42.0
19410,BYD Dolphin GLX,44.9
19420,BYD M6 Performance,55.4
19421,BYD M6 Performance,55.4
19422,BYD M6 Performance,55.4
19423,BYD M6 Performance,55.4
19424,BYD Atto 3 Dynamic,49.92
19440,BYD M6 Performance,55.4
19442,BYD Dolphin GLX,44.9
19448,BYD Atto 3 Dynamic,49.92
19449,BYD Seal Perfomance,82.56
19450,BYD M6 Performance,55.4
19451,BYD Atto 3 Dynamic,49.92
19453,BYD Atto 3 Dynamic,49.92
19462,BYD M6 Performance,55.4
19473,BYD Dolphin GLX,44.9
19476,BYD Dolphin GLX,44.9
19477,BYD Atto 3 Premium,60.48
19482,BYD Dolphin GLX,44.9
19486,BYD Seal Perfomance,82.56
19489,BYD M6 Performance,55.4
19493,BYD M6 Performance,55.4
19498,BYD Dolphin GLX,44.9
19504,Vinfast VFe34,42.0
19508,BYD Dolphin GLX,44.9
19510,BYD Atto 3 Dynamic,49.92
19517,BYD M6 Performance,55.4
19522,BYD Seal Perfomance,82.56
19531,BYD Dolphin GLX,44.9
19538,BYD Seal Perfomance,82.56
19543,BYD Dolphin GLX,44.9
19546,BYD Dolphin GLX,44.9
19548,BYD Dolphin GLX,44.9
19553,BYD M6 Performance,55.4
19559,BYD Atto 3 Dynamic,49.92
19560,BYD M6 Performance,55.4
19562,BYD M6 Performance,55.4
19574,BYD M6 Performance,55.4
19575,BYD M6 Performance,55.4
19576,BYD M6 Performance,55.4
19577,BYD Dolphin GLX,44.9
19579,BYD Dolphin GLX,44.9
19583,BYD M6 Performance,55.4
19585,BYD Atto 3 Premium,60.48
19590,BYD M6 Performance,55.4
19592,BYD Dolphin GLX,44.9
19593,BYD M6 Performance,55.4
19594,BYD M6 Performance,55.4
19601,BYD M6 Performance,55.4
19602,BYD Seal Perfomance,82.56
19609,BYD Dolphin GLX,44.9
19610,BYD Dolphin GLX,44.9
19613,BYD Atto 3 Dynamic,49.92
19616,BYD Atto 3 Premium,60.48
19621,BYD Atto 3 Dynamic,49.92
19628,BYD Seal Perfomance,82.56
19632,BYD Atto 3 Dynamic,49.92
19634,BYD M6 Performance,55.4
19640,BYD M6 Performance,55.4
19641,BYD M6 Performance,55.4
19644,BYD Atto 3 Premium,60.48
19659,BYD M6 Performance,55.4
19663,BYD M6 Performance,55.4
19680,BYD M6 Performance,55.4
19686,BYD Dolphin GLX,44.9
19695,BYD M6 Performance,55.4
19702,BYD M6 Performance,55.4
19704,BYD Dolphin GLX,44.9
19711,BYD M6 Performance,55.4
19713,BYD Atto 3 Premium,60.48
19715,BYD Atto 3 Dynamic,49.92
19721,BYD Atto 3 Dynamic,49.92
19748,BYD Atto 3 Premium,60.48
19749,BYD M6 Performance,55.4
19751,BYD M6 Performance,55.4
19753,BYD M6 Performance,55.4
19758,BYD Atto 3 Dynamic,49.92
19759,BYD M6 Performance,55.4
19762,BYD Atto 3 Premium,60.48
19764,BYD Atto 3 Premium,60.48
19766,BYD M6 Performance,55.4
19772,BYD M6 Performance,55.4
19780,BYD Atto 3 Premium,60.48
19790,BYD Dolphin GLX,44.9
19799,BYD M6 Performance,55.4
19805,BYD M6 Performance,55.4
19807,BYD M6 Performance,55.4
19812,BYD Dolphin GLX,44.9
19813,BYD M6 Performance,55.4
19820,BYD Dolphin GLX,44.9
19828,BYD Dolphin GLX,44.9
19830,BYD M6 Performance,55.4
19835,BYD Seal Advanced,61.44
19836,BYD M6 Performance,55.4
19850,BYD M6 Performance,55.4
19854,BYD Atto 3 Premium,60.48
19856,BYD M6 Performance,55.4
19857,BYD M6 Performance,55.4
19865,BYD Seal Perfomance,82.56
19878,BYD M6 Performance,55.4
19881,BYD M6 Performance,55.4
19882,BYD M6 Performance,55.4
19893,BYD M6 Performance,55.4
19897,BYD M6 Performance,55.4
19902,BYD M6 Performance,55.4
19908,BYD M6 Performance,55.4
19911,BYD M6 Performance,55.4
19913,BYD Atto 3 Premium,60.48
19918,BYD Dolphin GLX,44.9
19922,BYD Atto 3 Premium,60.48
19926,BYD M6 Performance,55.4
19927,BYD M6 Performance,55.4
19929,BYD M6 Performance,55.4
19930,BYD M6 Performance,55.4
19939,BYD M6 Performance,55.4
19941,BYD M6 Performance,55.4
19944,BYD M6 Performance,55.4
19946,BYD Han Performance,85.44
19947,BYD Han Performance,85.44
19954,BYD Atto 3 Dynamic,49.92
19955,BYD Atto 3 Premium,60.48
19956,BYD Atto 3 Premium,60.48
19959,BYD M6 Performance,55.4
19960,BYD M6 Performance,55.4
19962,BYD Dolphin GLX,44.9
19964,BYD Atto 3 Premium,60.48
19974,BYD Atto 3 Premium,60.48
19975,BYD M6 Performance,55.4
19980,BYD Atto 3 Dynamic,49.92
19998,BYD Atto 3 Premium,60.48
20000,BYD M6 Performance,55.4
20001,BYD M6 Performance,55.4
20002,BYD M6 Performance,55.4
20008,BYD Atto 3 Dynamic,49.92
20021,BYD M6 Performance,55.4
20022,BYD Atto 3 Premium,60.48
20024,BYD M6 Performance,55.4
20025,BYD Han Performance,85.44
20027,Vinfast VFe34,42.0
20029,BYD Dolphin GLX,44.9
20039,BYD Atto 3 Premium,60.48
20040,BYD Atto 3 Premium,60.48
20041,BYD Dolphin GLX,44.9
20044,BYD M6 Performance,55.4
20046,BYD Atto 3 Dynamic,49.92
20048,BYD M6 Performance,55.4
20051,BYD Dolphin GLX,44.9
20057,BYD M6 Performance,55.4
20058,BYD Atto 3 Premium,60.48
20059,BYD M6 Performance,55.4
20066,BYD Atto 3 Premium,60.48
20080,BYD M6 Performance,55.4
20081,BYD M6 Performance,55.4
20085,BYD Atto 3 Premium,60.48
20088,BYD M6 Performance,55.4
20096,BYD Atto 3 Dynamic,49.92
20097,BYD M6 Performance,55.4
20099,BYD Dolphin GLX,44.9
20104,BYD M6 Performance,55.4
20106,BYD Atto 3 Premium,60.48
20110,BYD M6 Performance,55.4
20113,BYD M6 Performance,55.4
20116,BYD M6 Performance,55.4
20119,BYD M6 Performance,55.4
20121,BYD Atto 3 Premium,60.48
20124,BYD Atto 3 Dynamic,49.92
20125,BYD Atto 3 Dynamic,49.92
20126,BYD M6 Performance,55.4
20128,BYD M6 Performance,55.4
20129,BYD Atto 3 Dynamic,49.92
20130,BYD M6 Performance,55.4
20131,BYD M6 Performance,55.4
20132,BYD M6 Performance,55.4
20134,BYD Atto 3 Premium,60.48
20137,BYD Dolphin GLX,44.9
20138,BYD Dolphin GLX,44.9
20149,BYD M6 Performance,55.4
20150,BYD M6 Performance,55.4
20151,BYD M6 Performance,55.4
20158,BYD M6 Performance,55.4
20160,BYD Dolphin GLX,44.9
20163,BYD Atto 3 Dynamic,49.92
20170,BYD M6 Performance,55.4
20176,BYD M6 Performance,55.4
20197,BYD Atto 3 Dynamic,49.92
20203,BYD M6 Performance,55.4
20207,BYD M6 Performance,55.4
20210,BYD M6 Performance,55.4
20215,BYD M6 Performance,55.4
20220,BYD Atto 3 Dynamic,49.92
20226,BYD M6 Performance,55.4
20227,BYD Atto 3 Dynamic,49.92
20231,BYD Atto 3 Premium,60.48
20232,Vinfast VFe34,42.0
20238,BYD M6 Performance,55.4
20258,BYD Atto 3 Dynamic,49.92
20267,BYD M6 Performance,55.4
20292,BYD Dolphin GLX,44.9
20296,BYD Dolphin GLX,44.9
20303,BYD Seal Perfomance,82.56
20304,BYD M6 Performance,55.4
20305,BYD M6 Performance,55.4
20306,BYD Atto 3 Dynamic,49.92
20312,BYD Dolphin GLX,44.9
20314,BYD Atto 3 Dynamic,49.92
20316,BYD M6 Performance,55.4
20324,BYD Dolphin GLX,44.9
20336,BYD Atto 3 Premium,60.48
20337,BYD M6 Performance,55.4
20339,BYD Han Performance,85.44
20343,BYD Atto 3 Dynamic,49.92
20345,BYD Atto 3 Premium,60.48
20346,BYD M6 Performance,55.4
20350,BYD M6 Performance,55.4
20353,BYD Atto 3 Premium,60.48
20357,BYD M6 Performance,55.4
20364,BYD M6 Performance,55.4
20371,BYD M6 Performance,55.4
20386,BYD Atto 3 Dynamic,49.92
20389,BYD Atto 3 Dynamic,49.92
20392,BYD M6 Performance,55.4
20399,BYD M6 Performance,55.4
20407,BYD Han Performance,85.44
20413,BYD Dolphin GLX,44.9
20417,BYD Atto 3 Dynamic,49.92
20423,BYD M6 Performance,55.4
20431,BYD Dolphin GLX,44.9
20434,BYD Atto 3 Premium,60.48
20439,BYD Atto 3 Dynamic,49.92
20440,BYD M6 Performance,55.4
20441,BYD M6 Performance,55.4
20449,BYD Atto 3 Premium,60.48
20451,BYD Atto 3 Dynamic,49.92
20452,BYD Atto 3 Dynamic,49.92
20454,BYD Atto 3 Dynamic,49.92
20475,BYD M6 Performance,55.4
20476,BYD M6 Performance,55.4
20480,BYD M6 Performance,55.4
20481,BYD M6 Performance,55.4
20483,BYD M6 Performance,55.4
20484,BYD Atto 3 Premium,60.48
20487,BYD Han Performance,85.44
20488,BYD M6 Performance,55.4
20489,BYD M6 Performance,55.4
20499,BYD Dolphin GLX,44.9
20501,BYD Dolphin GLX,44.9
20517,BYD Dolphin GLX,44.9
20521,BYD Dolphin GLX,44.9
20522,BYD M6 Performance,55.4
20530,BYD Dolphin GLX,44.9
20531,BYD Dolphin GLX,44.9
20532,BYD M6 Performance,55.4
20535,BYD M6 Performance,55.4
20543,BYD Atto 3 Premium,60.48
20548,BYD Atto 3 Premium,60.48
20553,BYD Han Performance,85.44
20554,BYD Atto 3 Dynamic,49.92
20556,BYD Atto 3 Dynamic,49.92
20558,BYD Atto 3 Dynamic,49.92
20559,BYD M6 Performance,55.4
20560,BYD Atto 3 Dynamic,49.92
20561,BYD M6 Performance,55.4
20562,BYD Atto 3 Dynamic,49.92
20569,BYD M6 Performance,55.4
20586,Vinfast VFe34,42.0
20590,BYD M6 Performance,55.4
20594,BYD M6 Performance,55.4
20595,BYD M6 Performance,55.4
20602,BYD M6 Performance,55.4
20608,BYD M6 Performance,55.4
20610,BYD Dolphin GLX,44.9
20618,BYD Atto 3 Premium,60.48
20620,BYD M6 Performance,55.4
20623,BYD Atto 3 Premium,60.48
20624,BYD Atto 3 Dynamic,49.92
20627,BYD Atto 3 Premium,60.48
20629,BYD Dolphin GLX,44.9
20630,BYD M6 Performance,55.4
20633,BYD Dolphin GLX,44.9
20634,BYD M6 Performance,55.4
20638,BYD Atto 3 Premium,60.48
20641,BYD M6 Performance,55.4
20643,BYD Dolphin GLX,44.9
20647,BYD M6 Performance,55.4
20651,BYD M6 Performance,55.4
20654,BYD M6 Performance,55.4
20655,BYD M6 Performance,55.4
20659,BYD Dolphin GLX,44.9
20663,BYD Atto 3 Dynamic,49.92
20664,BYD Atto 3 Dynamic,49.92
20665,BYD Atto 3 Dynamic,49.92
20666,BYD M6 Performance,55.4
20668,BYD Atto 3 Dynamic,49.92
20669,BYD M6 Performance,55.4
20672,BYD Atto 3 Dynamic,49.92
20681,BYD Atto 3 Premium,60.48
20682,BYD M6 Performance,55.4
20695,BYD M6 Performance,55.4
20696,BYD Atto 3 Dynamic,49.92
20707,BYD M6 Performance,55.4
20708,BYD M6 Performance,55.4
20713,BYD M6 Performance,55.4
20715,BYD M6 Performance,55.4
20717,BYD M6 Performance,55.4
20719,BYD Dolphin GLX,44.9
20721,BYD M6 Performance,55.4
20729,BYD Atto 3 Dynamic,49.92
20731,BYD Atto 3 Dynamic,49.92
20735,BYD Dolphin GLX,44.9
20737,BYD Atto 3 Dynamic,49.92
20742,BYD Atto 3 Premium,60.48
20744,BYD Dolphin GLX,44.9
20749,BYD M6 Performance,55.4
20758,BYD M6 Performance,55.4
20760,BYD M6 Performance,55.4
20761,BYD M6 Performance,55.4
20766,BYD Atto 3 Dynamic,49.92
20767,BYD Atto 3 Dynamic,49.92
20770,BYD Dolphin GLX,44.9
20782,BYD Atto 3 Dynamic,49.92
20785,BYD Atto 3 Premium,60.48
20787,BYD M6 Performance,55.4
20789,BYD Atto 3 Premium,60.48
20790,BYD Atto 3 Premium,60.48
20794,BYD Atto 3 Dynamic,49.92
20800,BYD Seal Perfomance,82.56
20805,BYD Atto 3 Premium,60.48
20811,BYD M6 Performance,55.4
20817,BYD Atto 3 Dynamic,49.92
20822,BYD Atto 3 Dynamic,49.92
20824,BYD Atto 3 Dynamic,49.92
20825,BYD M6 Performance,55.4
20827,BYD Seal Perfomance,82.56
20831,BYD M6 Performance,55.4
20839,BYD M6 Performance,55.4
20844,BYD M6 Performance,55.4
20845,BYD M6 Performance,55.4
20846,BYD M6 Performance,55.4
20853,BYD Dolphin GLX,44.9
20854,BYD Seal Perfomance,82.56
20860,BYD Atto 3 Dynamic,49.92
20867,BYD M6 Performance,55.4
20868,BYD M6 Performance,55.4
20869,BYD M6 Performance,55.4
20871,BYD Dolphin GLX,44.9
20875,BYD Atto 3 Dynamic,49.92
20876,BYD Atto 3 Dynamic,49.92
20885,BYD Seal Perfomance,82.56
20886,BYD Seal Perfomance,82.56
20888,BYD M6 Performance,55.4
20889,BYD M6 Performance,55.4
20890,BYD M6 Performance,55.4
20894,BYD M6 Performance,55.4
20896,BYD Dolphin GLX,44.9
20899,BYD M6 Performance,55.4
20900,BYD M6 Performance,55.4
20913,BYD M6 Performance,55.4
20914,BYD M6 Performance,55.4
20915,BYD M6 Performance,55.4
20916,BYD M6 Performance,55.4
20919,BYD Atto 3 Dynamic,49.92
20926,Volvo EC40 Ultra ,78.0
